LOB,File Name,File Path,Function Name,No of Parameters,Function Type,rule_id,rule_statement,parent_rule_id
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-11,"['            If (oLobData.Attributes(""PFQuikRateVals"").Trim().Length() > 0) AndAlso (oLobLoc.Input(""PfBldgLim"").Value.Trim().Length.Equals(0)) Then\n', '                aQRValues.AddRange(oLobData.Attributes(""PFQuikRateVals"").Split(""&""c))\n', '                oLobLoc.Input(""PfBldgValuation"").Value = ""1""   \' Valuation defaults to Replacement Cost\n', '                oLobLoc.Input(""PfBldgClass"").Value = aQRValues(0).ToString()             \' Class code\n']",rule-11
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-12,"['                If oLobLoc.Input(""PfBgiRateTyp"").Value <> ""5"" Then\n', '                    oLobLoc.Input(""PfBldgClass"").Value = """"\n', '                End If\n']","rule-11,rule-12"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-13,"['                If New HashSet(Of String)() From {{common.getStateCode(NewYork)}, {common.getStateCode(SouthCarolina)}}.Contains(oLobLoc.Input(""PfLocSt"").Value.Trim).Equals(False) Then\n', '                    oLobLoc.Input(""PfOccupSymbol"").Value = String.Empty\n']","rule-11,rule-13"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-14,"['                ElseIf oLobLoc.Input(""PfLocSt"").Value.Equals(common.getStateCode(NewYork)) AndAlso String.IsNullOrWhiteSpace(oLobLoc.Input(""PfOccupSymbol"").Value) Then\n']","rule-11,rule-14"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-15,"['                    If New HashSet(Of String)() From {{OCCUPATIONAL_SYMBOL_A}, {OCCUPATIONAL_SYMBOL_AB}, {OCCUPATIONAL_SYMBOL_B}}.Contains(oLobLoc.Input(""PfBgiiSym"").Value.Trim).Equals(True) Then\n', '                        oLobLoc.Input(""PfOccupSymbol"").Value = OCCUPATIONAL_SYMBOL_A_WITH_SPACE\n']","rule-11,rule-14,rule-15"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-16,"['                    ElseIf New HashSet(Of String)() From {{OCCUPATIONAL_SYMBOL_C}, {OCCUPATIONAL_SYMBOL_CD}, {OCCUPATIONAL_SYMBOL_D}}.Contains(oLobLoc.Input(""PfBgiiSym"").Value.Trim).Equals(True) Then\n', '                        oLobLoc.Input(""PfOccupSymbol"").Value = OCCUPATIONAL_SYMBOL_F_WITH_SPACE\n', '                    End If\n']","rule-11,rule-14,rule-16"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,,['                End If\n'],"rule-11,rule-14"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,,['\nEnd If'],rule-11
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-17,['            If oLobData.Attributes.Common.OneNDoneInd.CL_EqualsYesAbbreviation Then\n'],rule-17
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-18,"['                If String.IsNullOrWhiteSpace(oLobLoc.Input(""PfBldgValuation"").Value) Then oLobLoc.Input(""PfBldgValuation"").Value = ""1""\n']","rule-17,rule-18"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-19,['                If sLocSt.Equals(common.getStateCode(SouthCarolina)) Then\n'],"rule-17,rule-18,rule-19"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-20,"['                    If String.IsNullOrWhiteSpace(oLobLoc.Input(""PfOccupSymbol"").Value) Then oLobLoc.Input(""PfOccupSymbol"").Value = ""A""\n', '                End If\n']","rule-17,rule-18,rule-19,rule-20"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-21,"['                If (oLobData.Attributes.Common.OneNDoneType = ""LR"") Then\n']","rule-17,rule-18,rule-19,rule-21"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-22,"['                    If (Val(oLobLoc.Input(""PfBldgClass"").Value) = 0) Then\n', '                        oLobLoc.Input(""PfBldgClass"").Value = _\n', '                            SetClassByGLCode(oLobData.Attributes.Common.QuotePolicyNumber, _\n', '                               oLobData.Attributes(""InstanceId""), _\n', '                               oLobData.Attributes.Common.OneNDoneType)\n', '                    End If\n']","rule-17,rule-18,rule-19,rule-21,rule-22"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,,['                End If\n'],"rule-17,rule-18,rule-19,rule-21"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,,['\nEnd If'],"rule-17,rule-18,rule-19"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-23,"['            If String.IsNullOrWhiteSpace(oLobLoc.Input(""PfBldgCol"").Value) Then\n']","rule-17,rule-18,rule-23"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-24,"['                Select Case (oLobData.Policy.Input(""PfPolcol"").Value).Trim()\n']","rule-17,rule-18,rule-23,rule-24"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-25,"['                    Case ""1""\n', '                        oLobLoc.Input(""PfBldgCol"").Value = ""1""\n']","rule-17,rule-18,rule-23,rule-24,rule-25"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-26,"['                    Case ""2""\n', '                        oLobLoc.Input(""PfBldgCol"").Value = ""2""\n']","rule-17,rule-18,rule-23,rule-24,rule-26"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-27,"['                    Case ""3""\n', '                        oLobLoc.Input(""PfBldgCol"").Value = ""3""\n']","rule-17,rule-18,rule-23,rule-24,rule-27"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-28,"['                    Case ""4""\n', '                        oLobLoc.Input(""PfBldgCol"").Value = ""6""\n']","rule-17,rule-18,rule-23,rule-24,rule-28"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-29,"['                    Case ""5""\n', '                        oLobLoc.Input(""PfBldgCol"").Value = ""7""\n']","rule-17,rule-18,rule-23,rule-24,rule-29"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-30,"['                    Case ""6""\n', '                        oLobLoc.Input(""PfBldgCol"").Value = ""8""\n']","rule-17,rule-18,rule-23,rule-24,rule-30"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-31,"['                    Case ""7""\n', '                        oLobLoc.Input(""PfBldgCol"").Value = ""4""\n']","rule-17,rule-18,rule-23,rule-24,rule-31"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-32,"['                    Case ""8""\n', '                        oLobLoc.Input(""PfBldgCol"").Value = ""5""\n']","rule-17,rule-18,rule-23,rule-24,rule-32"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-33,"['                    Case ""9""\n', '                        oLobLoc.Input(""PfBldgCol"").Value = ""9""\n']","rule-17,rule-18,rule-23,rule-24,rule-33"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-34,"['                    Case ""10""\n', '                        oLobLoc.Input(""PfBldgCol"").Value = ""10""\n', '                End Select\n']","rule-17,rule-18,rule-23,rule-24,rule-34"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,,['\nEnd If'],"rule-17,rule-18,rule-23"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-35,"['            If oLobData.Policy.Input(""PfCopRate"").Value.CL_EqualsYesAbbreviation Then\n', '                oLobLoc.Input(""PfBldgValuation"").Value = ""1""\n', '\nEnd If']","rule-17,rule-18,rule-35"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,,"['                And String.IsNullOrWhiteSpace(oLobLoc.Input(""PfBldgValuation"").Value) Then\n', '                oLobLoc.Input(""PfBldgValuation"").Value = ""1""\n', '            End If\n']","rule-17,rule-18"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,,['\nEnd If'],rule-17
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-36,"['            If InStr(1, ""*NY*SC*"", sLocSt) = 0 Then\n', '                oLobLoc.Input(""PfOccupSymbol"").Value = """"\n', '\nEnd If']",rule-36
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-37,"['                If InStr(1, ""*A*AB*B*"", sBGIISym) > 0 Then\n', '                    oLobLoc.Input(""PfOccupSymbol"").Value = ""A    ""\n', '\nEnd If']",rule-37
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-38,"['            If (oLobData.Attributes.Common.OneNDoneInd.CL_EqualsYesAbbreviation) Then\n', '                If (oLobLoc.Input(""PfBldgClass"").Value.Trim.Equals(""0702"")) Then\n', '                    If (oLobLoc.StateCode.Equals(stateCodeDistrictOfColumbia) AndAlso iso2012DEDCFlag.Equals(False)) Then\n']",rule-38
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-39,"['                        If (oLobLoc.Input(""PfBldgBg1Rg"").Value.Trim.Equals(BASIC_GROUP_RATE_1B) = False) Then\n', '                            oLobLoc.Input(""PfBldgBg1Rg"").Value = BASIC_GROUP_RATE_1B\n', '                        End If\n']","rule-38,rule-39"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,,"['                    End If\n', '                ElseIf (oLobLoc.Input(""PfBldgClass"").Value.Trim.Equals(""0567"")) Then\n']",rule-38
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,,"['                    End If\n', '                ElseIf (oLobLoc.Input(""PfBldgClass"").Value.Trim.Equals(""0567"")) Then\n']",
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-40,['                    If (oLobLoc.StateCode.Equals(stateCodeDistrictOfColumbia) AndAlso iso2012DEDCFlag.Equals(False)) Then\n'],rule-40
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-41,"['                        If (oLobLoc.Input(""PfBldgBg1Rg"").Value.Trim.Equals(BASIC_GROUP_RATE_14A) = False) Then\n', '                            oLobLoc.Input(""PfBldgBg1Rg"").Value = BASIC_GROUP_RATE_14A\n', '                        End If\n']","rule-40,rule-41"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,,['                    End If\n'],rule-40
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,,['                End If\n'],
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-42,"['            If Len(Trim(oLobLoc.Input.Fields(""PfBldgBlktId"").Value)) > 0 Then\n', '                oLobLoc.Input.Fields(""PfBldgCoinOvrd"").Value = String.Empty\n', '                oLobLoc.Input.Fields(""PfBldgAgrdVal"").Value = ""N""\n', '                If (oLobData.Policy.Input.Fields(""PfBlktAgrdVal"" & oLobLoc.Input.Fields(""PfBldgBlktId"").Value.Trim()).Value.Trim().CL_EqualsYesAbbreviation) Then\n', '                    oLobLoc.Input.Fields(""PfBldgAgrdVal"").Value = ""Y""\n', '                End If\n']",rule-42
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-43,"['            If (((OneNDoneInd = ""Y"") And (OneNDoneType = ""DS"")) _\n', '                And (CovType <> FIRE)) Then\n', '                If (ClassCode.Trim() = """") Then\n', '                    ClassCode = ""1052""\n', '                    ValuationCode = ""1""\n', '                    CauseLoss = ""3""\n', '                End If\n']",rule-43
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-44,"['            If (((OneNDoneInd = ""Y"") And (OneNDoneType = ""CT"")) _\n', '                And (CovType <> FIRE)) Then\n']",rule-44
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,rule-45,"['                If (ClassCode.Trim() = """") Then\n', '                    ClassCode = ""0844""\n', '                    ValuationCode = ""1""\n', '                    CauseLoss = ""3""\n', '                End If\n']","rule-44,rule-45"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetDefaultValues,2,,,['\nEnd If'],rule-44
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GetListBLDGValuation,3,PF,rule-46,"['            If New HashSet(Of String)() From {{PROGRAM_CODE_INSTITUTE_OF_EDUCATION_OLD},\n', '                                              {PROGRAM_CODE_GOVERNMENTAL},\n', '                                              {PROGRAM_CODE_EMERGENCY_SERVICES},\n', '                                              {PROGRAM_CODE_SCHOOLS}}.Contains(policyProgramType) AndAlso\n', '                                              ((locationStateCode.Equals(stateCodeDistrictOfColumbia) = False AndAlso GrgJul(policyEffectiveDate) >= 101335) OrElse\n', ""                                              (locationStateCode.Equals(stateCodeDistrictOfColumbia) = True AndAlso PFShared.CheckISO2012DEDC(GrgJul(policyEffectiveDate)).Equals(True))) Then '101335 is 12/1/01\n"", '                uspSelectPFValution = ""uspSelect_PF_Valuation_Codes_Seq"" \'RTS 1493750 To remove Market value from Building coverage valuation.\n', '\nEnd If']",rule-46
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GetListRoofSurfOptionType,2,PF,rule-47,"['                If stateValidation Then\n', '                    recordIndicator = IIf(valuationType.Equals(VAL_ONE), ""2"", ""1"").ToString()\n', '\nEnd If']",rule-47
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetITVInfo,2,,rule-48,"['                If GrgJul(oLobData.Attributes.Common.PolicyEffectiveDate) < CInt(NEW_ITV_DT) Then\n', '                    oITVRec(""BvOcc"").Value = .Fields(""PfBoeckhsCode"").Value\n', '                    oITVRec(""BvACInEx"").Value = .Fields(""PfACInEx"").Value\n', '                    oITVRec(""BvACAdjust"").Value = .Fields(""PfACAdjust"").Value\n', '                    oITVRec(""BvConstQlty"").Value = .Fields(""PfConstQlty"").Value\n', '\nEnd If']",rule-48
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetITVInfo,2,,rule-49,"['                    If Trim(.Fields(""PfConstrQtyCompl"").Value) = """" Then\n']",rule-49
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetITVInfo,2,,rule-50,"['                        If .Fields(""PfConstQlty"").Value = ""E"" Then\n', '                            oITVRec(""BvConstrQtyCompl"").Value = ""10""  \' 1 Economy\n']","rule-49,rule-50"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetITVInfo,2,,rule-51,"['                        ElseIf .Fields(""PfConstQlty"").Value = ""S"" Then\n', '                            oITVRec(""BvConstrQtyCompl"").Value = ""30""  \' 3 Superior\n', '                        Else\n', '                            oITVRec(""BvConstrQtyCompl"").Value = ""20""  \' 2 Average\n', '                        End If\n']","rule-49,rule-51"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetITVInfo,2,,,['\nEnd If'],rule-49
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,rule-52,"['                Select Case oITVRec(""BvMethodUsed"").Value\n']",rule-52
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,rule-53,"['                    Case ""1""  \'CLAS calc (invisible MSB calc)\n', '                        Integer.TryParse(oITVRec(""BvReplCost"").Value, nReplCostNew)\n']","rule-52,rule-53"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,rule-54,"['                    Case ""2""  \'MSB site (hyperlink)\n', '                        Integer.TryParse(oITVRec(""BvReplCost"").Value, nReplCostNew)\n']","rule-52,rule-54"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,rule-55,"['                    Case ""3""  \'BVS Method\n', '                        Integer.TryParse(oITVRec(""BvBVSMethod"").Value, nReplCostNew)\n']","rule-52,rule-55"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,rule-56,"['                    Case ""4""  \'Professional appraisal\n', '                        Integer.TryParse(oITVRec(""BvProfMethod"").Value, nReplCostNew)\n']","rule-52,rule-56"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,rule-57,"['                    Case ""5""  \'Other method\n', '                        Integer.TryParse(oITVRec(""BvOtherMethod"").Value, nReplCostNew)\n', '                End Select\n']","rule-52,rule-57"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,rule-58,"['                If nReplCostNew = 0 Then\n', '                    Integer.TryParse(oITVRec(""BvReplCost"").Value, nReplCostNew)\n', '\nEnd If']",rule-58
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,rule-59,"[""                If nReplCostNew <> 0 Then ' avoid hard error\n"", '                    oITVRec(""BvReplCost"").Value = VB6.Format(nReplCostNew, ""#,###,###,###"")\n', '\nEnd If']",rule-59
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,rule-60,"['                If Trim$(oITVRec(""BvCoins"").Value) <> """" And oITVRec(""BvLob"").Value = ""PF"" Then\n', '                    dCoIns = CSng(oITVRec(""BvCoins"").ValComOut / 100)\n', '                    nCoinsReq = CInt(nReplCostNew * dCoIns)\n', '                    oITVRec(""BvCoinsReq"").Value = VB6.Format(nCoinsReq, ""#,###,###,###"")\n', '\nEnd If']",rule-60
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,rule-61,"['                If Trim$(oITVRec(""BvCoins"").Value) <> """" And oITVRec(""BvLob"").Value = ""CP"" Then\n', '                    dCoIns = CSng(oITVRec(""BvCoins"").ValComOut / 100)\n', '                    nCoinsReq = CInt(nReplCostNew * dCoIns)\n', '                    oITVRec(""BvCoinsReq"").Value = VB6.Format(nCoinsReq, ""#,###,###,###"")\n', '\nEnd If']",rule-61
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,rule-62,"['                If nReplCostNew > 0 And Trim$(oITVRec(""BvBldgLimit"").Value) <> """" Then\n', '                    dTemp = CSng(oITVRec(""BvBldgLimit"").ValComOut / nReplCostNew * 100)\n']",rule-62
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,rule-63,"['                    If dTemp > 999 Then\n', '                        oITVRec(""BvITVPct"").Value = ""999""\n', '                    Else\n', '                        oITVRec(""BvITVPct"").Value = VB6.Format(dTemp, ""##0"")\n', '                    End If\n']","rule-62,rule-63"
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,,['\nEnd If'],rule-62
LobPF,PFBd.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CalculateITVPercents,2,PF,rule-64,"['                If Len(Trim$(oITVRec(""BvCoinsReq"").Value)) > 0 Then\n', '                    dTemp = CSng(oITVRec(""BvCoinsReq"").ValComOut)\n']",rule-64
